Date,pm25_median,pm10_median,no2_median,so2_median,co_median,o3_median,temperature_median,humidity_median,wind-speed_median,AQI,Category
2024-11-07,49.37,95.04,58.1,53.87,1.16,66.04,19.8,44.9,4.42,95.1,Satisfactory
2021-10-06,192.33,363.71,332.31,993.91,23.66,352.28,32.5,72.8,2.23,356.0,Very Poor
2021-12-21,95.76,323.84,218.34,497.08,16.78,169.07,12.4,64.9,3.64,296.8,Poor
2023-08-08,390.4,599.03,418.34,1622.97,44.62,920.37,34.0,61.5,2.54,499.4,Severe
2023-11-07,114.45,317.23,252.77,623.71,12.82,166.75,15.3,42.6,2.41,281.6,Poor
2024-05-21,272.88,545.96,448.81,1652.57,36.54,1026.85,5.9,77.9,1.01,500.0,Severe
2024-01-11,4.38,44.19,34.17,21.79,0.28,20.64,16.2,69.9,10.32,44.2,Good
2022-07-28,213.1,400.2,360.62,1351.08,30.81,287.87,27.3,75.3,1.39,381.4,Very Poor
2022-04-12,193.48,403.03,312.88,1340.06,17.09,640.01,6.7,51.1,1.99,380.2,Very Poor
2024-09-27,179.13,364.85,317.41,970.77,32.83,635.33,24.3,61.3,1.68,393.2,Very Poor
2021-12-10,90.61,278.37,249.47,421.01,10.93,184.01,4.9,62.0,4.06,269.8,Poor
2024-08-21,17.55,38.88,27.78,34.15,0.71,49.82,24.6,44.7,5.26,49.8,Good
2021-08-17,137.54,397.94,357.12,1025.36,21.42,733.17,28.3,59.8,2.81,397.3,Very Poor
2023-10-06,385.1,836.61,498.77,1683.64,47.84,696.46,27.9,85.9,0.89,500.0,Severe
2022-11-20,30.8,69.25,67.25,54.15,1.58,87.25,32.0,37.5,3.26,87.5,Satisfactory
2021-12-22,300.86,551.26,416.94,1629.98,44.56,727.66,15.9,82.8,1.37,471.6,Severe
2021-02-25,261.26,577.46,418.32,1693.58,42.7,823.01,-2.1,100.0,2.17,486.9,Severe
2021-08-29,77.47,144.98,178.35,268.42,9.67,167.83,22.6,65.7,3.83,199.8,Moderate
2021-09-11,137.51,384.91,357.92,1226.67,20.83,341.71,32.0,85.5,2.51,365.2,Very Poor
2022-06-11,67.18,186.54,104.12,84.72,4.24,141.17,26.3,56.3,5.08,160.9,Moderate
2021-08-28,23.55,47.47,16.55,8.73,0.35,15.34,26.0,47.2,11.24,47.5,Good
2023-02-26,277.57,567.63,487.74,1603.73,43.1,678.28,-0.4,68.5,1.58,481.1,Severe
2021-11-10,91.96,341.57,201.64,739.73,10.13,185.58,21.8,71.7,2.07,291.6,Poor
2024-10-12,6.07,46.87,21.01,26.36,0.46,42.44,29.1,29.3,8.71,46.9,Good
2021-11-02,377.45,519.52,492.9,1824.26,44.41,793.1,23.7,72.0,1.44,465.4,Severe
2024-10-30,65.94,113.79,150.26,202.76,9.12,109.08,34.4,55.7,3.28,189.1,Moderate
2021-09-11,22.59,47.3,24.51,15.49,0.8,41.17,20.5,26.2,10.73,47.3,Good
2023-09-02,118.37,272.47,200.0,465.87,11.6,173.37,32.1,58.0,2.3,294.6,Poor
2022-11-26,90.24,267.92,255.82,550.45,15.5,159.47,25.9,52.5,3.31,278.7,Poor
2022-04-28,106.2,252.39,186.94,492.71,11.43,185.56,20.6,79.0,4.3,254.3,Poor
2023-02-21,45.05,55.91,58.79,51.7,1.08,47.26,15.8,43.6,4.2,75.5,Satisfactory
2023-01-20,426.81,563.09,532.01,1862.41,46.53,745.12,4.8,94.8,0.9,478.5,Severe
2022-04-16,201.76,401.65,362.71,1126.04,19.22,417.98,14.6,80.8,1.72,369.2,Very Poor
2022-05-20,13.81,20.11,9.62,17.55,0.13,54.45,23.7,53.4,5.84,55.3,Good
2021-02-20,100.88,314.38,202.1,586.55,16.21,185.49,14.1,60.9,2.3,288.8,Poor
2024-11-01,13.06,48.7,36.65,31.38,0.51,10.72,23.6,29.1,5.93,48.7,Good
2022-04-16,81.03,247.25,90.59,308.64,7.63,178.87,20.4,39.8,2.19,227.7,Moderate
2023-12-28,19.55,40.81,23.14,17.99,0.81,40.12,15.7,48.2,11.0,40.8,Good
2024-05-13,433.1,924.01,477.71,1922.3,36.38,850.22,11.4,63.6,1.38,500.0,Severe
2022-07-15,249.9,362.57,310.63,1540.55,22.4,460.01,40.9,79.5,2.37,399.9,Very Poor
2021-12-06,33.42,88.88,59.98,55.5,1.95,85.53,19.9,47.7,5.68,97.6,Satisfactory
2024-08-29,318.05,449.3,514.68,1779.25,42.16,946.05,10.9,88.3,0.84,478.8,Severe
2024-02-01,36.38,53.47,46.53,72.11,1.58,68.12,12.1,58.9,5.74,90.3,Satisfactory
2023-09-28,99.85,336.45,206.1,575.51,13.27,160.66,39.5,55.6,4.54,286.6,Poor
2022-07-24,21.21,41.49,7.48,36.15,0.63,35.64,29.5,42.2,5.2,45.2,Good
2024-02-20,52.44,83.1,67.96,54.34,1.04,68.85,28.9,57.7,7.71,87.6,Satisfactory
2024-11-24,334.8,540.14,453.26,1989.71,46.48,774.17,29.0,92.2,1.79,497.4,Severe
2022-10-15,115.87,321.26,234.39,617.31,10.35,151.75,24.6,62.7,1.38,286.3,Poor
2023-05-03,434.99,796.78,412.24,1757.08,43.37,824.27,28.4,69.1,1.38,500.0,Severe
2022-05-21,82.44,210.56,166.27,206.03,9.79,172.46,25.7,54.2,3.29,211.8,Moderate
2022-11-22,94.79,308.53,191.24,441.79,15.02,160.93,16.9,49.8,3.81,271.9,Poor
2021-11-03,101.37,334.21,212.77,767.43,15.51,164.05,8.7,67.4,3.02,292.3,Poor
2023-12-21,41.44,76.87,41.48,65.31,1.9,52.75,23.3,47.5,3.21,94.9,Satisfactory
2023-10-21,12.04,33.38,39.38,15.18,0.55,14.78,24.1,64.2,9.25,49.2,Good
2024-06-14,224.02,367.81,366.14,1032.25,18.08,501.82,38.1,78.4,2.21,380.2,Very Poor
2024-03-22,45.09,72.59,61.73,40.58,1.09,97.31,25.7,50.2,7.18,97.4,Satisfactory
2024-05-20,203.61,375.49,344.04,1147.82,27.53,673.76,33.0,70.2,2.02,386.4,Very Poor
2022-03-31,105.26,308.31,194.01,620.53,10.1,223.72,36.5,76.7,2.33,303.9,Poor
2022-10-22,108.18,291.99,255.41,613.77,15.42,181.91,22.1,53.6,4.17,277.7,Poor
2024-11-25,22.41,29.41,3.0,14.91,0.74,14.81,29.6,61.7,9.07,37.4,Good
2021-10-18,56.59,86.68,65.41,40.82,1.62,52.85,25.4,50.6,3.21,94.4,Satisfactory
2024-12-13,8.51,11.46,18.76,14.97,0.21,24.13,12.9,49.3,7.38,24.1,Good
2024-05-03,57.87,79.67,58.22,60.75,1.44,70.94,25.3,67.6,4.16,96.5,Satisfactory
2023-11-19,91.09,317.85,211.62,459.67,15.65,155.57,35.0,55.2,1.75,281.0,Poor
2022-09-23,246.57,382.31,381.63,1263.01,18.56,477.43,12.9,89.6,1.02,397.4,Very Poor
2022-07-10,81.81,216.48,99.15,154.37,8.96,159.46,41.6,77.8,1.94,187.5,Moderate
2023-09-26,188.7,394.54,281.0,1132.35,17.99,255.66,24.7,62.9,0.76,356.1,Very Poor
2021-03-09,6.25,15.79,6.7,2.13,0.72,36.08,20.0,51.8,5.74,36.1,Good
2021-09-24,87.06,163.2,169.63,129.64,3.59,134.61,16.6,66.8,4.92,190.2,Moderate
2024-02-03,118.86,263.78,189.1,382.85,14.97,182.71,16.4,80.3,4.45,296.2,Poor
2024-03-05,45.16,95.26,48.23,45.39,1.59,61.51,34.4,60.1,5.43,95.3,Satisfactory
2022-09-10,211.72,401.34,340.14,1259.14,25.92,280.63,21.0,62.8,2.42,370.8,Very Poor
2022-10-19,36.53,79.54,61.65,46.7,1.53,55.13,16.4,44.9,7.54,79.9,Satisfactory
2024-07-01,400.47,553.26,453.75,1952.76,45.84,1014.28,22.0,65.9,2.47,500.0,Severe
2021-04-22,37.12,75.08,58.95,68.5,1.34,106.74,17.5,67.7,7.06,110.7,Satisfactory
2022-09-19,272.77,571.67,407.6,1653.67,43.65,795.87,26.7,63.9,2.14,483.5,Severe
2022-10-15,7.31,22.38,20.71,18.85,0.33,11.97,22.4,59.4,10.6,25.9,Good
2021-09-25,4.58,7.84,25.3,33.06,0.36,30.01,27.8,44.7,8.45,41.3,Good
2023-09-25,21.27,37.58,23.27,21.41,0.48,32.03,21.9,49.0,6.16,37.6,Good
2023-03-21,47.99,85.57,41.86,66.07,1.71,98.08,15.3,52.5,7.37,98.1,Satisfactory
2021-05-07,60.47,248.53,139.97,263.45,7.0,129.27,12.5,65.8,4.73,199.0,Moderate
2021-05-02,36.66,52.38,43.46,55.76,1.94,82.31,26.0,65.0,3.7,97.1,Satisfactory
2024-04-02,20.23,33.48,4.96,29.0,0.24,49.13,30.0,52.1,11.05,49.1,Good
2021-03-24,30.99,88.93,49.72,41.99,1.24,87.46,33.1,66.2,7.34,89.1,Satisfactory
2021-08-07,273.35,571.89,478.33,1938.5,38.59,933.54,20.3,65.4,0.94,484.7,Severe
2024-05-31,11.13,49.5,11.47,12.09,0.67,37.84,31.3,45.0,10.26,49.5,Good
2021-05-05,190.79,400.27,380.46,911.43,30.03,814.47,34.8,63.2,2.31,427.1,Very Poor
2023-02-02,78.63,162.47,134.38,117.79,9.58,96.04,6.5,74.1,4.73,194.8,Moderate
2024-01-08,452.17,624.41,491.79,1813.73,39.49,829.32,15.8,97.1,0.8,500.0,Severe
2021-12-02,181.13,363.79,361.82,874.41,33.74,463.19,3.1,76.8,1.38,398.5,Very Poor
2023-01-07,62.29,173.88,177.32,151.47,3.15,134.64,22.1,52.3,3.37,197.3,Moderate
2021-03-12,117.05,255.58,185.13,639.6,15.21,211.89,27.1,71.2,3.5,301.7,Poor
2022-01-11,57.49,94.29,62.84,66.82,2.0,54.51,10.5,72.6,3.38,99.8,Satisfactory
2024-01-26,81.93,143.7,125.78,316.35,2.12,127.99,31.4,84.3,1.86,179.0,Moderate
2021-04-17,13.74,37.19,13.49,10.88,0.55,28.24,25.6,53.8,6.55,37.2,Good
2021-03-10,29.01,61.89,21.34,23.76,0.65,42.76,24.1,36.5,4.71,62.6,Good
2024-07-05,255.71,494.22,549.67,1935.7,42.35,980.23,26.9,79.6,1.59,492.2,Severe
2023-11-11,83.57,190.53,137.21,277.96,7.24,93.92,37.9,68.9,5.63,178.7,Moderate
2024-07-06,249.09,537.6,367.43,1395.53,33.58,294.6,28.3,78.5,0.95,463.6,Very Poor
2021-02-17,19.54,46.74,22.11,9.83,0.24,43.7,24.7,62.3,8.28,46.7,Good
2024-03-17,5.42,15.96,26.27,16.13,0.3,47.91,29.8,35.2,12.15,47.9,Good
2022-09-14,55.83,91.4,60.81,54.39,1.51,67.24,30.4,52.3,7.14,93.2,Satisfactory
2022-09-16,171.97,366.99,356.45,1383.18,31.29,471.34,7.9,76.8,2.73,384.2,Very Poor
2023-03-27,51.74,74.77,70.0,65.58,1.97,77.32,17.2,62.7,4.89,98.6,Satisfactory
2021-02-28,44.79,77.81,47.67,73.15,1.14,80.0,13.4,54.3,3.72,91.6,Satisfactory
2023-12-29,312.84,597.15,494.26,1900.45,44.1,691.67,20.1,85.3,1.26,498.3,Severe
2021-10-08,46.14,88.32,73.35,56.83,1.96,85.07,30.3,35.7,5.26,97.8,Satisfactory
2022-05-21,254.45,586.36,423.61,1890.56,35.57,919.62,18.2,55.6,2.12,492.0,Severe
2021-03-28,78.2,135.03,92.69,284.88,5.43,143.12,20.7,59.1,4.52,168.6,Moderate
2021-09-07,103.64,256.81,229.64,511.91,16.29,160.05,22.9,44.9,4.15,290.0,Poor
2024-12-04,85.82,221.13,174.79,343.77,4.45,131.62,13.2,64.9,2.35,194.8,Moderate
2023-05-23,29.18,47.51,29.77,18.68,0.46,36.23,22.2,61.8,8.85,48.6,Good
2021-11-08,198.31,395.09,350.13,1088.43,17.16,215.3,35.3,56.8,2.15,360.6,Very Poor
2022-09-28,224.05,383.7,363.62,1364.72,26.51,197.55,4.3,84.2,2.52,380.2,Very Poor
2022-03-01,25.94,32.3,5.8,32.34,0.45,50.14,24.8,38.3,10.47,51.0,Good
2021-03-27,31.16,79.69,48.95,62.77,1.49,59.5,32.6,37.3,7.76,80.1,Satisfactory
2022-07-01,186.7,367.75,308.74,1060.05,28.04,370.67,22.7,65.0,2.34,365.3,Very Poor
2024-09-20,56.16,122.42,60.29,49.17,1.76,62.62,18.2,69.9,5.83,115.7,Satisfactory
2023-12-13,39.91,79.24,71.72,79.6,1.1,77.52,16.7,74.9,4.49,99.5,Satisfactory
2021-09-28,115.18,287.21,203.88,792.99,10.52,167.7,34.9,57.8,4.11,298.3,Poor
2024-05-25,169.13,390.86,389.75,1065.34,22.64,369.24,20.7,61.7,1.56,391.5,Very Poor
2021-02-21,297.93,456.89,524.95,1634.66,45.71,791.6,21.0,69.0,0.69,473.4,Severe
2022-05-14,280.78,519.79,525.85,1653.73,44.01,911.32,17.3,60.5,2.19,465.2,Severe
2022-10-02,31.93,77.79,75.57,50.9,1.64,82.57,15.2,45.0,3.4,94.6,Satisfactory
2021-07-06,58.14,122.72,54.6,44.45,1.86,64.07,37.5,69.1,7.3,115.9,Satisfactory
2023-09-26,5.53,32.22,27.4,36.45,0.46,30.34,25.6,44.9,4.92,45.6,Good
2022-10-20,87.52,121.6,111.31,248.43,9.65,100.77,14.0,51.6,3.31,195.6,Moderate
2022-05-20,4.02,29.18,24.19,6.95,0.99,38.01,31.0,57.1,7.65,49.7,Good
2023-05-03,3.11,9.74,28.17,1.57,0.11,43.96,23.0,27.8,7.01,44.0,Good
2021-03-26,175.75,355.97,378.97,912.66,18.1,791.92,13.9,81.9,0.79,418.2,Very Poor
2023-01-02,180.63,399.14,342.0,1364.62,18.7,435.99,17.5,64.6,2.05,370.8,Very Poor
2022-03-23,96.42,324.6,218.44,469.52,13.02,216.21,11.6,48.2,1.3,302.5,Poor
2022-03-04,93.02,328.77,213.06,407.75,12.54,227.94,14.1,43.5,4.17,304.6,Poor
2024-11-28,113.63,343.03,236.25,449.83,12.14,175.52,23.3,63.4,1.63,293.1,Poor
2023-06-05,212.64,388.0,332.01,1481.22,30.1,755.68,30.9,84.2,2.12,404.0,Very Poor
2024-08-04,275.49,567.86,414.52,1961.45,42.52,905.77,14.6,69.6,0.96,490.4,Severe
2022-03-10,30.91,98.67,75.95,68.21,1.25,104.7,29.9,39.8,7.09,107.7,Satisfactory
2022-06-20,178.19,387.52,396.19,1000.51,26.96,703.16,31.6,88.0,2.57,396.9,Very Poor
2024-04-02,55.81,90.43,59.62,46.3,1.86,107.93,21.7,40.7,5.13,112.4,Satisfactory
2024-08-27,194.58,428.42,299.06,1371.54,25.88,598.3,14.2,51.6,1.1,398.0,Very Poor
2022-12-30,20.64,29.64,23.77,3.12,0.9,29.94,17.6,72.2,10.63,45.0,Good
2022-05-03,27.57,51.88,11.02,11.47,0.12,8.2,21.0,63.6,9.02,52.8,Good
2024-08-03,380.31,797.18,404.08,1739.05,36.53,933.2,18.9,69.2,0.78,500.0,Severe
2022-04-21,388.23,600.35,469.86,1792.48,34.84,1017.02,12.3,86.3,0.85,500.0,Severe
2021-12-29,147.24,356.89,320.11,1056.6,22.74,332.36,6.2,60.8,2.42,334.4,Very Poor
2022-07-06,165.97,378.18,284.56,1023.54,33.45,637.55,18.3,76.9,2.85,396.8,Very Poor
2023-12-11,108.08,337.86,192.94,402.47,13.62,154.14,13.7,71.8,3.42,288.0,Poor
2023-06-03,6.81,27.5,34.15,22.15,0.15,37.71,27.2,30.0,6.33,42.7,Good
2024-03-30,70.77,131.61,159.19,233.14,3.16,133.78,29.6,69.8,5.02,179.4,Moderate
2023-12-19,47.36,84.33,52.14,50.43,1.3,61.97,26.4,72.9,7.41,84.6,Satisfactory
2021-03-29,52.47,102.21,58.4,46.33,1.82,107.4,18.9,37.7,7.61,111.6,Satisfactory
2022-10-13,66.03,237.69,119.41,107.31,3.65,133.87,26.0,75.9,6.02,191.9,Moderate
2023-05-26,476.0,598.09,484.43,1909.06,41.24,1015.61,31.7,59.0,1.47,500.0,Severe
2022-06-19,34.04,85.46,47.37,70.29,1.11,95.54,33.1,33.2,5.79,95.6,Satisfactory
2021-11-05,54.1,68.6,74.46,52.9,1.08,72.74,29.0,31.3,6.85,93.2,Satisfactory
2024-11-16,38.75,95.73,50.66,42.94,1.53,79.76,16.5,58.9,7.81,95.8,Satisfactory
2024-10-31,29.83,48.81,17.69,7.78,0.75,6.61,26.2,44.4,7.48,49.7,Good
2024-07-27,84.82,229.45,105.67,292.22,4.61,134.4,33.7,67.2,5.23,186.4,Moderate
2021-07-28,113.02,258.95,240.65,430.16,14.18,221.54,18.3,66.6,2.24,303.5,Poor
2021-12-28,192.16,368.5,387.41,862.58,18.35,429.24,7.4,88.9,2.06,389.6,Very Poor
2023-06-18,171.61,388.46,375.69,1244.24,19.56,631.25,37.0,86.5,1.89,379.9,Very Poor
2022-02-16,149.82,424.42,381.59,1257.41,28.97,522.83,18.3,69.2,0.71,393.1,Very Poor
2024-08-02,49.93,81.07,60.28,74.81,1.95,70.01,24.2,36.0,5.67,97.3,Satisfactory
2021-10-07,140.2,410.52,284.0,1126.13,26.88,296.58,16.1,56.8,1.33,375.9,Very Poor
2022-05-01,86.62,126.53,99.0,195.96,3.89,144.48,28.9,63.3,2.48,188.8,Moderate
2024-10-05,99.09,309.15,181.39,430.04,16.57,176.56,12.0,68.4,2.82,293.9,Poor
2023-06-18,53.94,94.99,53.08,47.67,1.22,93.36,24.7,63.1,5.27,95.1,Satisfactory
2024-03-18,202.05,366.1,382.23,1391.55,29.26,470.5,5.8,61.4,2.57,385.3,Very Poor
2023-05-13,3.63,14.28,18.8,36.54,0.64,51.84,30.7,50.8,4.86,52.7,Good
2022-12-23,321.34,588.69,499.51,1893.41,44.56,695.8,0.8,69.4,2.52,493.4,Severe
2024-09-06,87.96,223.23,178.36,338.08,9.14,95.83,36.5,62.1,3.88,198.4,Moderate
2022-01-22,103.74,327.32,192.38,525.65,13.5,170.14,17.3,68.0,4.34,277.5,Poor
2021-10-11,467.86,645.77,442.56,1634.51,43.67,740.28,7.2,73.3,1.24,500.0,Severe
2024-07-04,110.34,319.69,249.92,614.69,13.25,219.3,20.5,74.8,1.8,303.0,Poor
2021-02-02,11.34,13.66,11.24,10.12,0.64,6.68,13.4,50.2,12.0,32.1,Good
2021-07-20,14.67,34.03,12.91,3.49,0.91,45.56,23.9,29.0,7.77,45.6,Good
2024-03-21,366.46,597.86,432.05,1785.78,37.14,897.48,28.5,75.1,1.57,498.8,Severe
2023-09-05,293.63,516.19,503.51,1766.4,34.78,755.38,14.3,55.7,0.69,452.2,Severe
2023-07-05,25.12,43.98,39.05,29.13,0.11,52.47,23.1,29.1,10.4,53.3,Good
2021-05-10,48.47,92.93,40.94,42.46,1.29,106.14,30.5,58.0,6.38,109.8,Satisfactory
2022-08-19,129.15,376.79,392.23,871.94,29.65,413.28,24.6,52.0,1.83,393.6,Very Poor
2021-05-09,121.53,422.63,383.14,1163.93,21.51,734.76,20.0,70.0,2.13,397.6,Very Poor
2024-08-04,111.25,252.3,229.17,524.78,14.59,201.91,24.2,81.5,2.46,284.9,Poor
2022-11-05,227.08,492.99,288.13,1085.38,18.41,380.33,8.7,74.5,1.07,437.6,Very Poor
2023-07-13,250.38,484.66,445.57,1795.02,45.13,871.59,32.3,68.3,0.77,469.9,Severe
2023-05-15,4.16,18.77,37.74,1.16,0.74,19.59,28.4,28.0,7.46,47.2,Good
2022-09-13,469.8,604.58,532.96,1887.18,35.05,836.02,27.9,92.4,2.56,500.0,Severe
2021-01-14,364.05,773.16,523.94,1737.98,36.06,793.13,13.2,98.8,1.64,500.0,Severe
2024-09-23,26.42,56.35,26.83,6.65,0.56,14.9,21.0,38.8,4.46,57.1,Good
2021-08-11,304.29,465.28,548.61,1771.2,36.24,1019.81,13.7,55.3,2.35,500.0,Severe
2022-04-05,262.09,572.1,537.7,1784.07,37.82,858.39,14.2,80.4,0.79,483.7,Severe
2023-03-24,119.76,267.45,261.14,421.91,14.94,214.93,13.5,63.3,2.34,302.2,Poor
2021-07-16,271.86,500.6,439.73,1676.23,42.6,942.45,18.2,61.9,0.61,477.4,Severe
2023-12-03,54.64,96.66,42.32,75.36,1.27,59.67,16.1,68.4,8.17,96.7,Satisfactory
2024-11-10,85.32,168.55,104.04,286.72,7.02,121.1,34.6,65.5,4.51,184.5,Moderate
2022-05-03,170.79,417.79,377.15,1584.88,31.02,518.49,19.5,69.1,2.29,398.1,Very Poor
2023-07-26,79.48,170.49,87.56,110.08,9.76,141.42,27.6,40.1,4.07,197.0,Moderate
2023-07-27,59.3,99.47,76.11,50.95,1.96,106.01,28.3,38.8,8.41,109.6,Satisfactory
2022-12-10,61.15,143.53,129.69,281.84,3.03,98.15,28.5,78.3,1.84,167.6,Moderate
2024-11-14,157.15,420.55,290.72,1508.64,26.4,537.48,33.5,89.2,1.55,388.7,Very Poor
2024-12-28,109.01,307.96,277.33,617.07,13.19,175.04,28.2,78.2,2.74,297.4,Poor
2022-08-04,91.89,284.63,194.01,711.97,15.2,200.73,22.1,57.6,2.56,282.0,Poor
2021-09-02,295.35,458.18,518.69,1676.73,41.43,748.38,17.7,74.2,0.64,459.7,Severe
2024-09-03,87.16,188.39,145.28,153.35,3.95,147.83,13.7,56.5,2.62,190.6,Moderate
2022-04-14,160.33,403.09,286.72,1579.69,19.61,401.43,12.2,57.9,2.69,397.5,Very Poor
2021-05-31,215.55,376.96,343.81,1252.71,22.87,728.77,25.5,50.6,1.16,396.5,Very Poor
2024-03-25,109.06,340.48,210.19,739.2,14.91,204.61,25.1,51.3,3.5,291.6,Poor
2021-01-10,107.04,337.79,264.65,535.62,10.56,162.08,11.0,63.6,3.62,287.9,Poor
2022-02-05,161.24,379.41,357.75,1503.35,24.47,384.13,25.2,92.4,3.11,388.0,Very Poor
2024-06-19,81.61,199.51,92.87,334.85,7.82,144.27,22.0,35.4,4.94,185.1,Moderate
2022-07-24,71.62,171.33,154.21,119.77,7.98,125.87,38.4,47.5,5.22,174.9,Moderate
2021-03-10,49.53,87.1,71.72,53.34,1.94,77.27,17.4,57.5,6.79,96.9,Satisfactory
2022-07-03,103.75,295.03,235.68,796.0,16.45,196.23,22.6,59.5,3.85,299.0,Poor
2023-08-25,82.16,102.21,165.35,279.14,9.19,118.79,29.4,64.0,3.83,189.9,Moderate
2021-06-29,15.16,26.54,27.58,5.27,0.42,7.65,23.9,58.3,6.83,34.5,Good
2021-12-27,355.02,543.08,421.08,1902.01,43.98,674.73,24.1,96.1,1.03,475.7,Severe
2022-12-16,27.84,43.1,13.29,8.67,0.83,29.7,21.4,38.6,11.54,46.4,Good
2022-03-22,109.11,338.73,277.4,607.12,15.71,205.23,33.3,79.7,2.21,297.4,Poor
2024-11-04,460.6,969.61,454.11,1844.28,43.34,699.88,1.4,83.0,0.74,500.0,Severe
2021-06-02,62.13,135.79,158.78,250.61,4.09,152.73,28.3,45.4,5.47,179.0,Moderate
2023-12-22,197.54,367.3,296.19,1158.38,25.27,461.72,7.6,88.3,1.42,360.0,Very Poor
2021-03-29,54.99,87.23,53.05,44.15,1.63,67.19,23.9,57.8,5.36,91.8,Satisfactory
2022-05-31,320.82,563.73,529.5,1953.41,38.81,947.92,27.8,80.3,0.72,488.4,Severe
2022-06-28,151.03,407.97,287.52,1455.14,29.53,702.6,35.3,50.5,1.9,391.7,Very Poor
2024-05-04,425.83,611.99,520.5,1768.74,40.74,1027.8,11.7,87.3,0.98,500.0,Severe
2023-02-14,38.06,96.88,70.64,58.37,1.62,53.2,17.6,46.1,4.17,96.9,Satisfactory
2022-08-29,85.84,211.56,112.48,104.11,5.26,175.84,23.2,60.7,5.89,220.2,Moderate
2022-12-29,131.36,367.54,295.88,1364.71,29.69,610.57,1.6,99.3,0.55,374.9,Very Poor
2023-05-12,153.41,376.69,293.83,1337.3,19.64,505.89,31.2,65.8,2.3,367.4,Very Poor
2021-01-28,193.41,363.03,350.96,1497.24,19.7,439.45,-1.7,62.6,1.66,387.3,Very Poor
2024-02-16,39.0,66.04,79.89,73.47,1.65,53.93,13.2,71.5,3.81,99.9,Satisfactory
2024-09-02,247.18,526.31,370.77,1504.99,33.47,424.12,16.0,59.3,1.5,457.1,Very Poor
2021-08-25,56.89,82.83,77.09,40.35,1.98,105.11,39.6,45.1,7.14,108.3,Satisfactory
2023-01-17,78.43,191.04,119.54,343.79,7.79,132.59,9.1,46.4,2.11,188.0,Moderate
2024-12-11,53.45,88.26,78.91,49.29,1.86,65.53,18.4,55.4,4.94,98.7,Satisfactory
2023-11-22,93.55,331.63,222.94,611.39,10.28,172.36,10.3,66.9,3.15,281.8,Poor
2022-07-20,19.37,37.47,4.32,27.8,0.16,22.09,26.2,58.6,12.38,37.5,Good
2024-10-03,3.65,39.3,27.09,39.27,0.21,13.12,21.6,37.3,12.04,49.1,Good
2023-11-08,108.7,289.73,195.17,579.25,10.35,175.08,22.5,52.0,2.67,262.6,Poor
2023-08-22,269.31,595.34,403.83,1691.9,44.04,871.8,30.8,61.5,2.56,497.3,Severe
2022-12-17,108.68,272.69,216.57,491.1,16.26,153.61,22.7,79.2,2.39,289.5,Poor
2021-07-08,24.96,33.8,25.98,7.52,0.62,43.81,35.5,61.2,4.65,43.8,Good
2024-08-20,93.87,260.7,223.9,614.6,12.72,225.07,26.0,69.9,2.6,304.1,Poor
2024-02-17,138.43,359.38,305.02,1317.6,29.06,370.12,17.0,63.0,3.0,371.2,Very Poor
2021-09-10,97.01,334.99,245.04,491.15,10.84,173.76,26.3,42.1,2.73,285.1,Poor
2023-05-10,297.08,590.5,451.65,1983.78,40.7,1008.23,8.2,64.6,2.26,500.0,Severe
2024-08-23,182.32,413.1,349.11,1196.38,27.4,435.78,29.1,65.1,1.31,379.1,Very Poor
2021-10-08,6.04,8.94,23.64,2.67,0.57,32.42,21.1,49.3,10.67,32.4,Good
2023-01-05,73.88,152.78,153.38,366.48,7.27,104.36,23.5,49.3,4.79,195.5,Moderate
2022-05-11,68.04,138.4,119.77,275.02,9.86,130.69,13.8,45.5,5.36,198.3,Moderate
2021-10-14,37.64,87.23,55.99,42.08,1.07,54.18,28.2,39.8,5.49,87.5,Satisfactory
2023-03-19,103.24,298.1,204.4,411.61,15.14,200.45,31.3,60.6,3.89,281.3,Poor
2023-05-02,19.51,37.97,3.2,2.91,0.68,50.1,26.2,53.2,11.16,51.0,Good
2022-01-13,2.17,28.33,39.9,28.5,0.19,13.29,17.1,40.3,4.11,49.9,Good
2023-03-11,49.12,73.58,65.73,74.17,1.51,74.22,24.2,40.6,8.44,92.8,Satisfactory
2023-11-20,33.0,89.57,76.09,78.16,1.47,89.29,21.7,49.5,5.51,97.7,Satisfactory
2024-01-08,76.6,169.28,160.6,93.06,9.87,94.14,23.7,57.8,4.72,198.4,Moderate
2022-02-19,41.85,68.22,77.96,42.12,1.51,51.45,20.9,44.1,8.41,97.5,Satisfactory
2021-11-05,63.0,176.98,165.14,311.88,8.41,149.48,19.1,73.1,5.46,185.3,Moderate
2023-01-23,75.42,233.03,152.17,207.11,4.62,146.64,30.4,57.2,3.62,188.8,Moderate
2021-01-06,205.78,404.45,339.49,1270.85,22.24,341.49,8.5,61.2,1.12,368.3,Very Poor
2023-10-15,87.86,180.01,98.53,169.79,7.75,90.21,37.8,39.4,5.93,192.9,Moderate
2024-06-13,289.38,515.06,439.69,1871.09,37.09,910.61,12.8,91.6,1.66,468.0,Severe
2021-04-05,277.2,597.25,415.8,1980.21,45.98,885.21,3.1,55.4,0.41,498.4,Severe
2022-04-03,101.23,251.73,269.63,690.22,14.59,220.9,28.7,64.4,1.94,303.4,Poor
2023-05-01,68.68,225.41,95.46,112.22,7.27,139.56,26.6,45.6,5.65,183.8,Moderate
